Herb_Name,Concentration,pH,TDS_ppm,ORP_mV,Temperature_C,Color_R,Color_G,Color_B,Potency
Amla,1.5,3.297,223.79,-390.44,27.27,137,200,113,High
Amla,1.5,2.901,255.74,-290.62,24.51,178,216,159,High
Amla,1.5,3.588,340.31,-215.04,24.12,207,228,111,High
Amla,1.5,3.161,240.07,-148.77,23.28,220,202,157,High
Amla,1.5,3.1,416.4,-204.33,26.16,152,231,157,High
Amla,1.5,2.911,242.2,-195.03,25.06,172,212,139,High
Amla,1.5,3.251,158.62,-297.6,24.85,158,207,168,High
Amla,1.5,3.357,173.11,-140.9,25.54,180,211,101,High
Amla,1.5,4.323,282.76,-202.5,24.04,171,184,130,High
Amla,1.5,3.351,316.85,-176.3,26.45,149,211,195,High
Amla,1.5,3.531,168.05,-176.93,22.93,196,236,126,High
Amla,1.5,2.916,281.32,-123.68,22.93,158,222,118,High
Amla,1.5,3.486,306.57,-152.08,25.89,190,255,159,High
Amla,1.5,3.78,146.05,-235.12,24.31,144,237,152,High
Amla,1.5,2.967,318.69,-128.86,24.65,196,229,119,High
Amla,1.5,3.102,218.35,-251.99,24.03,202,207,139,High
Amla,1.5,3.487,297.39,-244.09,23.78,190,236,157,High
Amla,1.5,3.518,326.58,-263.18,24.65,184,255,150,High
Amla,1.5,2.77,444.33,-360.46,25.26,241,241,209,High
Amla,1.5,2.907,335.98,-162.68,24.94,206,223,144,High
Amla,1.5,2.852,358.82,-262.11,26.41,164,223,147,High
Amla,1.5,3.196,305.6,-152.77,26.06,255,228,128,High
Amla,1.5,3.833,390.31,-218.85,26.2,139,255,158,High
Amla,1.5,3.736,267.09,-252.82,24.19,201,200,178,High
Amla,1.5,3.831,447.26,-280.68,25.89,191,191,161,High
Amla,1.5,3.602,339.33,-203.31,25.48,160,255,128,High
Amla,1.5,3.256,187.96,-227.22,26.33,202,182,160,High
Amla,1.5,3.213,358.99,-314.37,25.21,211,255,122,High
Amla,1.5,3.139,214.34,-223.66,24.53,200,199,165,High
Amla,1.5,3.619,295.52,-222.45,24.86,192,177,167,High
Amla,1.5,3.602,360.9,-37.08,26.55,191,185,174,High
Amla,1.5,3.207,366.74,-268.91,25.52,166,254,150,High
Amla,1.5,3.196,278.77,-313.91,24.92,147,149,118,High
Amla,1.5,3.641,265.14,-284.5,24.52,125,227,132,High
Amla,1.5,3.561,308.02,-208.18,23.25,152,212,173,High
Amla,1.5,3.21,352.34,-215.86,25.18,156,231,143,High
Amla,1.5,3.205,352.51,-254.2,24.55,182,206,172,High
Amla,1.5,3.225,291.09,-158.67,23.22,235,243,157,High
Amla,1.5,3.738,267.41,-150.37,24.94,211,217,182,High
Amla,1.5,3.658,396.69,-135.97,23.84,234,220,143,High
Amla,1.5,2.657,182.1,-233.34,24.36,172,141,141,High
Amla,1.5,2.983,318.72,-186.27,22.86,215,191,144,High
Amla,1.5,3.643,292.19,-281.56,26.47,189,246,144,High
Amla,1.5,2.612,181.24,-158.46,24.69,185,182,148,High
Amla,1.5,3.849,331.17,-286.43,22.52,157,175,126,High
Amla,1.5,3.546,536.15,-286.46,24.26,169,250,164,High
Amla,1.5,3.52,371.07,-411.29,24.73,177,222,122,High
Amla,1.5,3.644,191.78,-262.58,25.51,116,233,152,High
Amla,1.5,3.492,340.37,-224.65,25.04,147,137,130,High
Amla,1.5,3.157,235.07,-263.73,26.42,146,220,138,High
Amla,1.5,2.654,317.86,-204.03,23.45,229,255,130,High
Amla,1.5,2.721,236.71,-211.49,24.4,216,190,187,High
Amla,1.5,2.998,309.11,-274.4,24.15,181,205,168,High
Amla,1.5,3.339,220.35,-249.94,23.6,184,209,192,High
Amla,1.5,3.395,227.74,-204.34,24.4,201,201,201,High
Amla,1.5,3.284,271.76,-110.89,25.99,189,248,178,High
Amla,1.5,3.055,359.72,-183.24,24.52,147,109,137,High
Amla,1.5,3.579,364.84,-260.7,20.61,207,189,160,High
Amla,1.5,2.961,298.2,-275.85,24.45,132,249,156,High
Amla,1.5,3.493,342.28,-256.53,27.06,163,205,176,High
Amla,1.5,3.338,357.45,-325.37,23.87,221,202,82,High
Amla,1.5,3.447,120.83,-182.59,24.51,141,251,110,High
Amla,1.5,3.008,180.26,-316.75,24.41,205,161,182,High
Amla,1.5,3.595,255.54,-132.6,26.21,177,207,166,High
Amla,1.5,3.962,324.88,-263.2,24.77,186,251,122,High
Amla,1.5,3.819,291.12,-235.63,24.62,210,255,204,High
Amla,1.5,2.878,364.26,-170.5,22.69,178,196,141,High
Amla,1.5,3.297,197.79,-312.77,25.8,194,163,168,High
Amla,1.5,3.501,305.06,-382.72,25.01,143,221,134,High
Amla,1.5,3.681,355.09,-255.33,25.8,181,208,196,High
Amla,1.5,2.977,277.08,-374.61,25.22,168,214,188,High
Amla,1.5,2.784,357.18,-265.71,24.1,145,227,162,High
Amla,1.5,4.045,273.59,-254.78,25.35,184,156,135,High
Amla,1.5,3.825,290.26,-270.49,26.57,183,165,162,High
Amla,1.5,2.798,287.67,-174.11,25.59,114,202,128,High
Amla,1.5,3.754,325.34,-243.26,23.56,171,192,154,High
Amla,1.5,2.449,332.17,-291.02,24.81,142,244,117,High
Amla,1.5,3.459,199.33,-229.84,25.26,255,221,155,High
Amla,1.5,2.935,464.64,-218.5,25.54,191,212,180,High
Amla,1.5,3.063,282.08,-317.12,24.87,167,255,155,High
Amla,1.5,2.819,352.26,-155.35,26.18,163,220,152,High
Amla,1.5,3.6,286.9,-231.34,26.14,198,224,165,High
Amla,1.5,3.084,279.46,-236.5,23.78,182,240,160,High
Amla,1.5,3.112,248.84,-90.24,24.36,167,255,208,High
Amla,1.5,3.357,250.49,-124.93,23.74,202,182,156,High
Amla,1.5,3.102,78.6,-237.59,26.67,156,186,153,High
Amla,1.5,3.497,189.68,-109.11,25.35,176,226,176,High
Amla,1.5,4.18,371.91,-158.76,23.69,154,165,192,High
Amla,1.5,3.821,436.69,-314.8,22.89,179,239,143,High
Amla,1.5,3.037,279.59,-154.37,23.93,140,248,145,High
Amla,1.5,2.996,149.12,-253.85,24.84,230,222,162,High
Amla,1.5,3.407,408.93,-263.56,26.26,172,230,104,High
Amla,1.5,2.712,469.1,-196.62,24.51,200,255,170,High
Amla,1.5,3.741,303.5,-189.04,26.31,173,242,107,High
Amla,1.5,3.362,361.14,-128.05,24.7,169,255,144,High
Amla,1.5,3.143,332.41,-290.24,24.07,174,212,148,High
Amla,1.5,2.942,488.94,-344.49,27.37,199,178,147,High
Amla,1.5,2.659,275.78,-167.27,25.83,165,164,172,High
Amla,1.5,3.015,291.44,-181.3,25.98,195,183,177,High
Amla,1.5,3.456,192.79,-273.58,23.66,197,227,132,High
Amla,1.5,3.366,300.9,-287.45,24.92,141,213,130,High
Amla,1.5,2.851,195.19,-307.28,24.87,153,244,160,High
Amla,1.5,3.249,282.64,-159.21,25.21,166,172,111,High
Amla,1.5,2.981,306.45,-256.19,25.91,212,255,158,High
Amla,1.5,3.484,323.99,-143.41,23.86,169,239,166,High
Amla,1.5,2.554,214.98,-223.39,24.93,230,211,161,High
Amla,1.5,2.677,269.78,-216.31,24.69,181,234,161,High
Amla,1.5,2.944,337.92,-199.55,25.16,190,224,119,High
Amla,1.5,3.174,463.35,-187.46,26.9,188,224,187,High
Amla,1.5,2.654,235.98,-105.88,24.15,224,228,135,High
Amla,1.5,3.556,360.3,-130.85,25.87,189,160,149,High
Amla,1.5,2.696,301.0,-195.31,25.56,131,208,146,High
Amla,1.5,2.316,246.0,-290.59,24.22,156,213,131,High
Amla,1.5,3.682,212.04,-200.28,26.57,234,234,137,High
Amla,1.5,3.514,249.87,-196.91,26.33,175,178,151,High
Amla,1.5,3.191,312.83,-171.19,24.83,135,255,200,High
Amla,1.5,3.193,277.95,-140.5,23.46,220,209,112,High
Amla,1.5,2.704,263.92,-243.38,23.54,207,181,136,High
Amla,1.5,3.392,341.56,-185.45,23.17,124,233,154,High
Amla,1.5,3.055,221.89,-234.61,23.89,181,210,117,High
Amla,1.5,3.54,287.18,-282.64,21.76,198,167,168,High
Amla,1.5,2.353,332.06,-216.55,24.94,171,227,139,High
Amla,1.5,3.797,264.02,-358.61,22.74,187,168,145,High
Amla,1.5,3.943,315.82,-281.86,25.42,162,224,141,High
Saindhava Lavana,0.0,7.317,0.0,-1.32,22.53,228,255,187,Empty
Saindhava Lavana,0.0,7.192,0.0,4.37,24.49,255,229,207,Empty
Saindhava Lavana,0.0,6.167,5.27,-14.62,25.28,255,235,255,Empty
Saindhava Lavana,0.0,6.936,9.14,-1.7,24.77,255,201,255,Empty
Saindhava Lavana,0.0,7.534,1.72,10.82,24.37,203,245,189,Empty
Saindhava Lavana,0.0,7.205,0.0,-16.32,26.56,239,204,240,Empty
Saindhava Lavana,0.0,7.201,0.0,-9.14,26.3,201,246,208,Empty
Saindhava Lavana,0.0,7.037,0.0,-11.62,24.59,233,255,214,Empty
Saindhava Lavana,0.0,7.563,0.0,14.4,23.78,224,162,255,Empty
Saindhava Lavana,0.0,6.9,5.02,1.11,26.39,247,216,158,Empty
Saindhava Lavana,0.0,6.929,0.67,-1.73,26.01,243,244,213,Empty
Saindhava Lavana,0.0,6.912,0.0,-14.36,21.42,210,227,229,Empty
Saindhava Lavana,0.0,7.648,0.0,-4.26,23.44,227,232,244,Empty
Saindhava Lavana,0.0,7.353,1.21,-10.43,25.19,169,235,214,Empty
Saindhava Lavana,0.0,6.959,0.0,-3.07,24.36,183,223,249,Empty
Saindhava Lavana,0.0,7.417,0.0,2.86,26.56,255,186,205,Empty
Saindhava Lavana,0.0,7.258,0.0,5.09,26.62,202,255,255,Empty
Saindhava Lavana,0.0,7.076,0.0,-0.56,27.48,234,255,237,Empty
Saindhava Lavana,0.0,6.491,6.99,-3.18,26.03,255,206,223,Empty
Saindhava Lavana,0.0,7.294,0.0,-5.72,24.41,226,255,255,Empty
Saindhava Lavana,0.0,6.851,5.49,-4.84,25.88,255,240,255,Empty
Saindhava Lavana,0.0,7.116,1.18,13.77,22.76,250,255,185,Empty
Saindhava Lavana,0.0,7.385,6.72,-6.72,25.28,230,246,221,Empty
Saindhava Lavana,0.0,6.942,0.0,-27.97,24.75,220,245,216,Empty
Saindhava Lavana,0.0,6.934,0.0,-5.98,27.03,255,227,196,Empty
Saindhava Lavana,0.0,6.94,7.58,2.64,24.75,226,235,255,Empty
Saindhava Lavana,0.0,6.465,4.42,18.58,24.3,241,237,219,Empty
Saindhava Lavana,0.0,7.192,0.0,-0.31,26.73,255,209,255,Empty
Saindhava Lavana,0.0,7.323,0.0,8.32,24.72,202,200,239,Empty
Saindhava Lavana,0.0,7.053,4.59,0.15,25.14,165,193,253,Empty
Saindhava Lavana,0.0,7.552,0.0,-7.02,22.9,206,194,255,Empty
Saindhava Lavana,0.0,7.549,0.95,-7.14,25.85,180,248,255,Empty
Saindhava Lavana,0.0,7.081,0.0,2.45,27.54,157,208,170,Empty
Saindhava Lavana,0.0,7.514,1.84,5.69,27.27,218,211,251,Empty
Saindhava Lavana,0.0,6.644,0.0,-7.9,24.7,204,220,248,Empty
Saindhava Lavana,0.0,7.245,0.0,-14.31,28.03,255,179,255,Empty
Saindhava Lavana,0.0,7.921,6.57,-8.0,24.7,252,254,255,Empty
Saindhava Lavana,0.0,7.364,0.0,-0.0,23.44,154,200,255,Empty
Saindhava Lavana,0.0,7.275,1.3,-16.95,25.1,255,214,255,Empty
Saindhava Lavana,0.0,6.705,1.21,9.49,24.33,249,208,217,Empty
Saindhava Lavana,0.0,7.129,0.0,7.88,23.28,230,244,211,Empty
Saindhava Lavana,0.0,6.629,0.0,-5.78,26.35,242,243,255,Empty
Saindhava Lavana,0.0,6.35,0.47,-8.65,23.86,253,251,196,Empty
Saindhava Lavana,0.0,7.038,0.0,-1.15,24.57,255,249,248,Empty
Saindhava Lavana,0.0,7.11,3.14,8.58,23.48,224,247,175,Empty
Saindhava Lavana,0.0,7.196,0.0,-10.4,24.19,255,251,220,Empty
Saindhava Lavana,0.0,7.248,0.0,15.33,26.32,190,230,255,Empty
Saindhava Lavana,0.0,6.508,0.0,0.65,24.24,227,209,242,Empty
Saindhava Lavana,0.0,7.265,0.0,-11.02,24.52,254,227,156,Empty
Saindhava Lavana,0.0,7.16,0.0,7.77,25.95,238,203,245,Empty
Saindhava Lavana,0.0,6.81,0.0,-12.15,23.1,186,255,254,Empty
Saindhava Lavana,0.0,6.949,0.0,16.38,23.35,225,228,255,Empty
Saindhava Lavana,0.0,6.774,0.0,-8.43,25.14,119,255,241,Empty
Saindhava Lavana,0.0,6.185,3.81,-4.6,23.78,255,244,252,Empty
Saindhava Lavana,0.0,6.767,0.0,18.36,25.57,255,255,255,Empty
Saindhava Lavana,0.0,6.087,0.0,-5.12,25.94,255,181,255,Empty
Saindhava Lavana,0.0,6.602,0.0,-8.02,24.63,255,237,231,Empty
Saindhava Lavana,0.0,6.673,0.0,-2.17,25.41,180,255,223,Empty
Saindhava Lavana,0.0,6.932,5.12,-11.59,26.58,200,255,244,Empty
Saindhava Lavana,0.0,6.932,0.0,-0.09,25.7,255,196,232,Empty
Saindhava Lavana,0.0,7.269,6.51,-0.31,25.02,236,255,255,Empty
Saindhava Lavana,0.0,7.002,0.0,-6.14,25.11,255,255,255,Empty
Saindhava Lavana,0.0,7.427,0.0,-5.9,25.62,178,219,228,Empty
Saindhava Lavana,0.0,6.243,5.39,9.47,23.75,255,181,150,Empty
Saindhava Lavana,0.0,7.241,0.0,-19.31,26.01,238,255,246,Empty
Saindhava Lavana,0.0,7.623,0.0,2.16,24.77,255,255,209,Empty
Saindhava Lavana,0.0,7.155,0.0,-2.37,24.43,255,214,229,Empty
Saindhava Lavana,0.0,6.464,0.0,-2.5,27.68,238,191,175,Empty
Saindhava Lavana,0.0,6.681,8.86,-14.45,26.35,222,241,238,Empty
Saindhava Lavana,0.0,7.323,0.0,-13.23,25.27,196,232,180,Empty
Saindhava Lavana,0.0,7.028,0.11,10.09,26.49,255,238,236,Empty
Saindhava Lavana,0.0,6.518,7.64,-3.91,24.96,255,255,237,Empty
Saindhava Lavana,0.0,7.54,3.71,26.09,25.77,198,255,247,Empty
Saindhava Lavana,0.0,6.549,0.0,0.21,23.66,255,198,255,Empty
Saindhava Lavana,0.0,7.058,0.0,20.6,22.57,255,228,254,Empty
Saindhava Lavana,0.0,7.184,0.0,1.3,25.34,223,226,241,Empty
Saindhava Lavana,0.0,7.343,0.0,1.44,24.7,219,234,208,Empty
Saindhava Lavana,0.0,6.858,0.0,10.98,24.5,219,255,255,Empty
Saindhava Lavana,0.0,7.2,0.0,-0.81,26.96,156,255,199,Empty
Saindhava Lavana,0.0,6.897,0.0,14.15,24.1,255,239,203,Empty
Saindhava Lavana,0.0,7.674,5.35,-11.17,25.18,200,255,255,Empty
Saindhava Lavana,0.0,6.875,0.0,3.7,23.37,195,166,197,Empty
Saindhava Lavana,0.0,6.617,0.61,11.91,25.87,217,255,255,Empty
Saindhava Lavana,0.0,7.172,0.0,8.65,24.9,255,222,255,Empty
Saindhava Lavana,0.0,6.878,1.35,0.4,25.35,204,251,255,Empty
Saindhava Lavana,0.0,7.509,5.19,4.81,23.39,255,230,255,Empty
Saindhava Lavana,0.0,7.176,0.0,-2.86,22.67,255,255,237,Empty
Saindhava Lavana,0.0,7.408,0.25,0.0,24.9,255,255,229,Empty
Saindhava Lavana,0.0,6.937,0.0,-1.4,23.4,237,243,255,Empty
Saindhava Lavana,0.0,6.64,0.85,-5.67,26.83,211,183,215,Empty
Saindhava Lavana,0.0,6.993,1.74,-16.88,25.27,255,255,255,Empty
Saindhava Lavana,0.0,6.441,0.0,2.25,24.62,217,197,244,Empty
Saindhava Lavana,0.0,6.991,4.7,17.92,25.2,237,255,156,Empty
Saindhava Lavana,0.0,6.987,0.0,-11.57,26.75,255,247,255,Empty
Saindhava Lavana,0.0,5.69,1.69,11.3,24.35,253,255,255,Empty
Saindhava Lavana,0.0,6.248,0.0,1.82,26.25,255,255,254,Empty
Saindhava Lavana,0.0,7.511,2.02,-4.42,26.16,255,227,240,Empty
Saindhava Lavana,0.0,7.773,5.34,-4.01,22.95,237,182,255,Empty
Saindhava Lavana,0.0,6.883,3.68,-0.25,26.13,253,237,255,Empty
Saindhava Lavana,0.0,7.282,0.0,-0.42,25.28,255,227,248,Empty
Saindhava Lavana,0.0,6.934,0.0,12.91,24.3,230,255,220,Empty
Saindhava Lavana,0.0,7.288,2.25,-11.03,25.37,250,237,168,Empty
Saindhava Lavana,0.0,6.81,6.89,-17.93,25.1,255,234,255,Empty
Saindhava Lavana,0.0,6.478,0.0,6.43,26.53,184,246,190,Empty
Saindhava Lavana,0.0,6.533,12.87,-6.86,23.15,246,232,227,Empty
Saindhava Lavana,0.0,6.665,0.22,-13.69,25.04,255,186,133,Empty
Saindhava Lavana,0.0,7.638,3.43,7.85,25.13,223,231,255,Empty
Saindhava Lavana,0.0,7.251,0.0,9.45,23.48,255,249,250,Empty
Saindhava Lavana,0.0,6.84,0.0,7.97,26.53,255,217,255,Empty
Saindhava Lavana,0.0,6.264,0.0,-7.69,24.63,255,223,255,Empty
Saindhava Lavana,0.0,6.801,0.0,17.19,23.1,246,237,185,Empty
Saindhava Lavana,0.0,6.999,4.82,2.12,24.61,179,180,224,Empty
Saindhava Lavana,0.0,7.294,0.0,-3.9,23.27,255,182,205,Empty
Saindhava Lavana,0.0,6.52,6.42,5.22,24.58,219,255,255,Empty
Saindhava Lavana,0.0,6.258,0.0,-0.82,23.44,247,200,227,Empty
Saindhava Lavana,0.0,6.661,7.51,1.4,26.0,213,255,255,Empty
Saindhava Lavana,0.0,7.347,0.97,5.4,23.39,255,255,231,Empty
Saindhava Lavana,0.0,7.021,0.0,12.17,23.78,222,188,222,Empty
Saindhava Lavana,0.0,6.649,5.14,4.51,25.02,233,255,153,Empty
Saindhava Lavana,0.0,6.987,0.0,-14.43,23.27,255,198,255,Empty
Saindhava Lavana,0.0,7.235,2.92,-3.16,24.42,255,218,219,Empty
Saindhava Lavana,0.0,7.065,4.19,-13.52,25.87,238,241,176,Empty
Saindhava Lavana,0.0,7.483,0.0,-7.88,26.02,226,255,226,Empty
Saindhava Lavana,0.0,6.723,0.0,-11.73,24.68,255,255,206,Empty
Saindhava Lavana,0.0,6.366,0.0,-0.78,26.76,163,206,197,Empty
Saindhava Lavana,0.0,6.927,2.39,8.36,24.66,225,139,230,Empty
Saindhava Lavana,0.0,6.979,0.0,-4.64,28.24,255,233,201,Empty
Saindhava Lavana,0.0,7.294,0.0,-4.98,25.27,255,224,207,Empty
Saindhava Lavana,0.0,6.948,2.17,-6.87,26.57,255,251,238,Empty
Saindhava Lavana,0.0,7.002,5.72,-1.35,24.73,255,255,255,Empty
Saindhava Lavana,0.0,7.033,0.0,1.56,24.24,193,255,255,Empty
Saindhava Lavana,0.0,7.064,1.08,-9.73,28.42,236,238,255,Empty
Saindhava Lavana,0.0,6.608,0.0,7.96,25.99,221,185,188,Empty
Saindhava Lavana,0.0,6.693,6.76,3.37,24.82,218,190,254,Empty
Saindhava Lavana,0.0,6.995,3.45,-7.49,24.43,255,247,246,Empty
Saindhava Lavana,0.0,6.812,0.0,5.36,25.91,214,255,195,Empty
Saindhava Lavana,0.0,6.522,10.84,11.51,25.27,255,230,227,Empty
Saindhava Lavana,0.0,7.064,1.25,-17.62,24.19,255,231,215,Empty
Saindhava Lavana,0.0,6.682,0.0,-9.26,24.28,255,237,214,Empty
Saindhava Lavana,0.0,7.953,0.0,-4.09,26.3,255,224,255,Empty
Saindhava Lavana,0.0,6.799,0.0,-5.18,25.01,153,242,255,Empty
Saindhava Lavana,0.0,7.484,4.73,-7.43,25.19,255,225,163,Empty
Saindhava Lavana,0.0,6.911,0.0,-7.47,24.66,195,255,208,Empty
Saindhava Lavana,0.0,7.742,0.0,-2.32,27.19,255,255,255,Empty
Saindhava Lavana,0.0,7.275,0.0,-37.96,24.34,255,212,255,Empty
Saindhava Lavana,0.0,7.764,1.84,-14.24,23.91,255,255,255,Empty
Saindhava Lavana,0.0,7.2,2.65,16.71,25.99,255,255,224,Empty
Saindhava Lavana,0.0,6.311,5.8,8.96,25.56,255,255,208,Empty
Saindhava Lavana,0.0,6.804,1.25,8.94,25.05,255,234,200,Empty
Saindhava Lavana,0.0,7.176,0.0,-6.25,25.81,255,231,240,Empty
Saindhava Lavana,0.0,7.108,4.81,-2.06,25.27,208,255,255,Empty
Saindhava Lavana,0.0,6.599,1.36,2.64,26.17,255,250,214,Empty
Saindhava Lavana,0.0,6.958,0.83,11.96,24.45,255,216,255,Empty
Saindhava Lavana,0.0,6.854,7.52,0.71,24.61,255,204,205,Empty
Saindhava Lavana,0.0,7.088,6.48,-2.97,23.87,221,255,230,Empty
Saindhava Lavana,0.0,7.223,0.0,-13.32,27.28,228,222,196,Empty
Saindhava Lavana,0.0,6.555,0.0,6.25,25.93,255,247,246,Empty
Saindhava Lavana,0.0,7.36,0.0,2.14,24.49,255,214,255,Empty
Saindhava Lavana,0.0,6.578,4.68,13.36,25.07,242,166,246,Empty
Saindhava Lavana,0.0,7.074,0.0,-10.59,24.4,214,242,255,Empty
Saindhava Lavana,0.0,7.053,2.71,-11.55,24.71,255,240,229,Empty
Saindhava Lavana,0.0,7.107,0.0,-19.91,23.75,170,255,255,Empty
Saindhava Lavana,0.0,7.49,0.0,4.06,25.27,188,245,248,Empty
Saindhava Lavana,0.0,6.837,1.5,4.92,23.2,253,255,255,Empty
Saindhava Lavana,0.0,7.079,0.0,12.9,24.06,216,255,255,Empty
Saindhava Lavana,0.0,7.52,1.9,8.12,22.81,205,192,250,Empty
Saindhava Lavana,0.0,7.366,4.42,-3.82,24.72,198,224,178,Empty
Saindhava Lavana,0.0,6.96,0.0,-9.45,25.65,162,176,189,Empty
Saindhava Lavana,0.0,6.479,0.17,0.37,23.21,184,250,200,Empty
Saindhava Lavana,0.0,7.904,11.68,-15.53,24.66,220,255,255,Empty
Saindhava Lavana,0.0,6.81,0.0,3.59,24.91,255,229,255,Empty
Saindhava Lavana,0.0,7.349,1.11,-1.78,22.69,212,250,242,Empty
Saindhava Lavana,0.0,6.55,2.62,11.28,24.33,157,255,211,Empty
Saindhava Lavana,0.0,6.777,7.38,-3.82,26.12,255,216,255,Empty
Saindhava Lavana,0.0,6.75,3.54,-0.68,25.81,255,171,255,Empty
Saindhava Lavana,0.0,7.165,0.0,13.3,23.88,203,255,252,Empty
Saindhava Lavana,0.0,6.945,1.5,5.94,23.63,196,226,255,Empty
Saindhava Lavana,0.0,7.019,0.0,-7.35,24.1,251,251,223,Empty
Saindhava Lavana,0.0,7.316,0.0,-14.82,25.15,255,216,248,Empty
Saindhava Lavana,0.0,6.754,6.22,-19.98,23.94,255,173,245,Empty
Saindhava Lavana,0.0,6.793,6.58,-5.16,23.88,180,237,255,Empty
Saindhava Lavana,0.0,7.172,0.0,-7.97,24.03,255,240,205,Empty
Saindhava Lavana,0.0,6.974,2.74,-8.23,25.31,226,201,221,Empty
Saindhava Lavana,0.0,6.495,0.0,1.21,24.34,216,246,253,Empty
Saindhava Lavana,0.0,6.484,0.0,4.81,26.38,233,255,252,Empty
Saindhava Lavana,0.0,7.391,0.42,5.42,24.02,168,240,206,Empty
Saindhava Lavana,0.0,7.365,0.0,-15.55,24.35,236,255,255,Empty
Saindhava Lavana,0.0,7.291,6.78,10.53,24.25,203,239,231,Empty
Saindhava Lavana,0.0,6.827,4.99,6.54,23.83,225,166,213,Empty
Saindhava Lavana,0.0,7.665,0.0,6.69,24.1,251,233,255,Empty
Saindhava Lavana,0.0,7.283,2.84,17.78,24.99,255,249,246,Empty
Saindhava Lavana,0.0,7.066,0.34,-12.03,25.28,255,255,156,Empty
Saindhava Lavana,0.0,7.436,0.0,-17.81,23.96,210,206,245,Empty
Saindhava Lavana,0.0,6.962,5.88,8.44,25.72,251,255,210,Empty
Saindhava Lavana,0.0,7.308,0.0,11.24,25.47,248,232,232,Empty
Saindhava Lavana,0.0,6.969,6.98,-3.79,25.61,255,255,253,Empty
Saindhava Lavana,0.0,6.845,0.0,-3.84,23.86,234,255,236,Empty
Saindhava Lavana,0.0,7.887,0.0,15.3,25.01,206,255,233,Empty
Saindhava Lavana,0.0,7.444,7.2,0.89,25.86,223,226,255,Empty
Saindhava Lavana,0.0,6.593,0.16,8.28,24.08,255,255,255,Empty
Saindhava Lavana,0.5,6.698,420.99,34.56,25.31,191,194,187,Low
Saindhava Lavana,0.5,7.297,391.68,47.73,24.33,210,230,213,Low
Saindhava Lavana,0.5,7.1,452.39,13.52,27.57,204,255,255,Low
Saindhava Lavana,0.5,6.966,496.41,22.94,24.93,238,255,244,Low
Saindhava Lavana,0.5,6.942,364.83,9.99,21.48,200,255,206,Low
Saindhava Lavana,0.5,7.69,358.16,31.0,24.66,255,207,255,Low
Saindhava Lavana,0.5,7.559,340.32,13.34,23.87,222,255,255,Low
Saindhava Lavana,0.5,6.545,543.78,10.02,26.88,236,212,222,Low
Saindhava Lavana,0.5,7.488,492.58,18.43,26.67,255,216,193,Low
Saindhava Lavana,0.5,7.039,525.28,33.35,25.6,228,220,231,Low
Saindhava Lavana,0.5,6.797,387.98,46.07,27.42,255,255,255,Low
Saindhava Lavana,0.5,6.52,268.0,36.24,24.94,255,205,210,Low
Saindhava Lavana,0.5,7.675,501.77,27.64,21.63,255,255,255,Low
Saindhava Lavana,0.5,6.68,369.15,17.47,27.28,254,220,219,Low
Saindhava Lavana,0.5,5.966,565.53,36.73,26.3,255,232,255,Low
Saindhava Lavana,0.5,6.506,505.8,37.06,23.69,246,181,255,Low
Saindhava Lavana,0.5,6.572,366.32,10.66,23.83,206,240,213,Low
Saindhava Lavana,0.5,7.286,195.01,45.42,29.89,255,255,202,Low
Saindhava Lavana,0.5,7.458,313.35,14.08,25.78,255,248,255,Low
Saindhava Lavana,0.5,5.752,328.04,30.81,26.51,219,255,200,Low
Saindhava Lavana,0.5,6.768,415.58,56.42,25.83,255,204,237,Low
Saindhava Lavana,0.5,6.875,472.42,0.03,26.01,255,201,217,Low
Saindhava Lavana,0.5,7.032,469.4,25.3,25.74,198,255,255,Low
Saindhava Lavana,0.5,6.356,470.33,28.47,26.1,230,255,255,Low
Saindhava Lavana,0.5,6.784,177.54,12.3,24.96,197,179,185,Low
Saindhava Lavana,0.5,7.373,397.76,14.27,25.42,240,255,212,Low
Saindhava Lavana,0.5,7.176,466.24,62.09,23.96,255,239,197,Low
Saindhava Lavana,0.5,7.177,410.38,16.07,22.26,255,255,250,Low
Saindhava Lavana,0.5,6.735,234.57,27.97,24.54,209,255,230,Low
Saindhava Lavana,0.5,6.644,339.36,36.62,26.64,216,255,255,Low
Saindhava Lavana,0.5,6.994,486.52,53.0,26.77,249,218,204,Low
Saindhava Lavana,0.5,6.992,251.81,-2.26,25.02,245,255,207,Low
Saindhava Lavana,0.5,7.188,259.21,15.64,23.87,197,226,255,Low
Saindhava Lavana,0.5,6.644,389.63,14.82,22.72,210,255,238,Low
Saindhava Lavana,0.5,6.592,442.79,33.35,25.43,255,255,234,Low
Saindhava Lavana,0.5,7.578,313.0,26.03,23.54,252,227,255,Low
Saindhava Lavana,0.5,7.393,337.55,2.95,24.49,214,242,255,Low
Saindhava Lavana,0.5,7.419,284.31,32.44,24.5,238,220,255,Low
Saindhava Lavana,0.5,6.836,436.36,13.88,25.11,255,250,166,Low
Saindhava Lavana,0.5,6.586,422.83,28.75,28.79,197,230,255,Low
Saindhava Lavana,0.5,7.325,452.9,56.55,28.54,239,255,255,Low
Saindhava Lavana,0.5,7.609,434.24,10.31,24.43,255,255,187,Low
Saindhava Lavana,0.5,5.93,244.59,9.29,25.17,255,248,253,Low
Saindhava Lavana,0.5,6.629,298.75,30.76,25.55,246,171,217,Low
